   0.00    0.151576740
   6.51    0.157566880
  13.03    0.175107240
  19.54    0.202843140
  26.06    0.238351570
  32.57    0.278048160
  39.09    0.317293700
  45.60    0.350800510
  52.12    0.373337600
  58.63    0.380620720
  65.15    0.370189070
  71.66    0.342047840
  78.18    0.298896490
  84.69    0.245858130
  91.21    0.189732270
  97.72    0.137896090
 104.24    0.097048134
 110.75    0.072020680
 117.27    0.064887576
 123.78    0.074561268
 130.30    0.097009718
 136.81    0.126120640
 143.33    0.155104220
 149.84    0.178171500
 156.36    0.192095310
 162.87    0.197208880
 169.39    0.197469370
 175.90    0.199425240
 182.42    0.210242350
 188.93    0.235274020
 195.45    0.275890410
 201.96    0.328308250
 208.48    0.383936260
 214.99    0.431316610
 221.51    0.459222700
 228.02    0.460046950
 234.54    0.432435870
 241.05    0.382294330
 247.57    0.321752250
 254.08    0.266315940
 260.60    0.231008590
 267.11    0.226624340
 273.63    0.257173690
 280.14    0.319192920
 286.66    0.402979280
 293.17    0.495220070
 299.69    0.582110170
 306.20    0.652032020
 312.72    0.697167990
 319.23    0.713902060
 325.75    0.702319800
 332.26    0.665363970
 338.78    0.608157580
 345.29    0.537712100
 351.81    0.462867230
 358.32    0.394038560
 364.84    0.342328100
 371.35    0.317811190
 377.87    0.327236890
 384.38    0.371785310
 390.90    0.445716710
 397.41    0.536611380
 403.93    0.627452250
 410.44    0.700201390
 416.96    0.739978730
 423.47    0.738680900
 429.98    0.696987390
 436.50    0.624149980
 443.01    0.535621170
 449.53    0.449194340
 456.04    0.380733430
 462.56    0.340633300
 469.07    0.331874760
 475.59    0.350046630
 482.10    0.385153200
 488.62    0.424579350
 495.13    0.456355040
 501.65    0.471875640
 508.16    0.467462630
 514.68    0.444499850
 521.19    0.408267170
 527.71    0.365914640
 534.22    0.324216630
 540.74    0.287770390
 547.25    0.258151110
 553.77    0.234237280
 560.28    0.213546410
 566.80    0.194079240
 573.31    0.175968210
 579.83    0.162253960
 586.34    0.158381270
 592.86    0.170455140
 599.37    0.202773720
 605.89    0.255491730
 612.40    0.323316780
 618.92    0.395859780
 625.43    0.459723530
 631.95    0.501800240
 638.46    0.512791280
 644.98    0.489826890
 651.49    0.437324110
 658.01    0.365790750
 664.52    0.288952920
 671.04    0.220124710
 677.55    0.168946420
 684.07    0.139438840
 690.58    0.129829530
 697.10    0.134000880
 703.61    0.143909800
 710.13    0.152102100
 716.64    0.153546800
 723.16    0.146363810
 729.67    0.131461740
 736.19    0.111460150
 742.70    0.089429364
 749.22    0.067914076
 755.73    0.048485257
 762.25    0.031802468
 768.76    0.017978348
 775.28    0.006979501
 781.79   -0.001134943
 788.31   -0.006200667
 794.82   -0.008098546
 801.34   -0.006940902
 807.85   -0.003178987
 814.37    0.002418737
 820.88    0.008895856
 827.40    0.015281443
 833.91    0.020743299
 840.43    0.024688782
 846.94    0.026814600
 853.46    0.027123882
 859.97    0.025921278
 866.48    0.023777217
 873.00    0.021440497
 879.51    0.019687954
 886.03    0.019130496
 892.54    0.020028967
 899.06    0.022189280
 905.57    0.024990462
 912.09    0.027552789
 918.60    0.028997492
 925.12    0.028709132
 931.63    0.026509076
 938.15    0.022682883
 944.66    0.017863622
 951.18    0.012826522
 957.69    0.008276935
 964.21    0.004702622
 970.72    0.002322475
 977.24    0.001120583
 983.75    0.000924427
 990.27    0.001486634
 996.78    0.002548268
1003.30    0.003887488
1009.81    0.005367552
1016.33    0.006988650
1022.84    0.008924915
1029.36    0.011509905
1035.87    0.015139114
1042.39    0.020092335
1048.90    0.026327167
1055.42    0.033333935
1061.93    0.040142357
1068.45    0.045522913
1074.96    0.048342500
1081.48    0.047952823
1087.99    0.044449609
1094.51    0.038672328
1101.02    0.031912249
1107.54    0.025427634
1114.05    0.019968532
1120.57    0.015541185
1127.08    0.011565325
1133.60    0.007420471
1140.11    0.003196293
1146.63    0.000335981
1153.14    0.001849848
1159.66    0.011898039
1166.17    0.034762740
1172.69    0.073467605
1179.20    0.128470240
1185.72    0.196876440
1192.23    0.272490410
1198.75    0.346763010
1205.26    0.410417680
1211.78    0.455320810
1218.29    0.476091920
1224.81    0.471040010
1231.32    0.442227180
1237.84    0.394724250
1244.35    0.335337730
1250.87    0.271194460
1257.38    0.208546440
1263.90    0.152025580
1270.41    0.104404900
1276.93    0.066769645
1283.44    0.038918231
1289.95    0.019811889
1296.47    0.007951835
1302.98    0.001645207
1309.50   -0.000815710
1316.01   -0.001013432
1322.53   -0.000273453
1329.04    0.000454615
1335.56    0.000669176
1342.07    0.000304520
1348.59   -0.000378731
1355.10   -0.000975615
1361.62   -0.001134075
1368.13   -0.000701197
1374.65    0.000227519
1381.16    0.001362751
1387.68    0.002346891
1394.19    0.002892037
1400.71    0.002874965
1407.22    0.002357747
1413.74    0.001537157
1420.25    0.000655142
1426.77   -0.000087387
1433.28   -0.000579698
1439.80   -0.000802860
1446.31   -0.000795047
1452.83   -0.000606504
1459.34   -0.000267415
1465.86    0.000219305
1472.37    0.000863377
1478.89    0.001665288
1485.40    0.002600632
1491.92    0.003618345
1498.43    0.004649936
1504.95    0.005621248
1511.46    0.006459196
1517.98    0.007091109
1524.49    0.007442928
1531.01    0.007443999
1537.52    0.007043492
1544.04    0.006235361
1550.55    0.005081014
1557.07    0.003715869
1563.58    0.002331185
1570.10    0.001132321
1576.61    0.000286217
1583.13   -0.000123428
1589.64   -0.000116211
1596.16    0.000196806
1602.67    0.000651949
1609.19    0.001083966
1615.70    0.001370719
1622.22    0.001458134
1628.73    0.001360668
1635.25    0.001142015
1641.76    0.000887110
1648.28    0.000675985
1654.79    0.000566415
1661.31    0.000586864
1667.82    0.000737386
1674.34    0.000994340
1680.85    0.001317140
1687.37    0.001656368
1693.88    0.001962997
1700.40    0.002198302
1706.91    0.002342381
1713.43    0.002397762
1719.94    0.002387115
1726.45    0.002344534
1732.97    0.002304585
1739.48    0.002292145
1746.00    0.002316993
1752.51    0.002373030
1759.03    0.002440874
1765.54    0.002491140
1772.06    0.002487497
1778.57    0.002390860
1785.09    0.002166494
1791.60    0.001795676
1798.12    0.001289793
1804.63    0.000700985
1811.15    0.000122578
1817.66   -0.000325286
1824.18   -0.000523327
1830.69   -0.000386174
1837.21    0.000111033
1843.72    0.000922817
1850.24    0.001944253
1856.75    0.003037784
1863.27    0.004065468
1869.78    0.004914609
1876.30    0.005510139
1882.81    0.005814364
1889.33    0.005821210
1895.84    0.005552641
1902.36    0.005060445
1908.87    0.004429582
1915.39    0.003774403
1921.90    0.003220567
1928.42    0.002872990
1934.93    0.002779939
1941.45    0.002909828
1947.96    0.003154796
1954.48    0.003365214
1960.99    0.003403779
1967.51    0.003197669
1974.02    0.002765871
1980.54    0.002208787
1987.05    0.001664895
1993.57    0.001254617
2000.08    0.001037311
2006.60    0.001000327
2013.11    0.001083009
2019.63    0.001221325
2026.14    0.001389836
2032.66    0.001620769
2039.17    0.001993629
2045.69    0.002603821
2052.20    0.003527545
2058.72    0.004798542
2065.23    0.006401682
2071.75    0.008277292
2078.26    0.010325735
2084.78    0.012407500
2091.29    0.014344995
2097.81    0.015940309
2104.32    0.017019836
2110.84    0.017501127
2117.35    0.017457223
2123.87    0.017142713
2130.38    0.016953077
2136.90    0.017316859
2143.41    0.018554833
2149.93    0.020764746
2156.44    0.023785787
2162.95    0.027263014
2169.47    0.030782033
2175.98    0.034004848
2182.50    0.036734033
2189.01    0.038869545
2195.53    0.040286575
2202.04    0.040717606
2208.56    0.039733883
2215.07    0.036876515
2221.59    0.031902082
2228.10    0.025024848
2234.62    0.017011305
2241.13    0.009032247
2247.65    0.002297018
2254.16   -0.002380493
2260.68   -0.004868121
2267.19   -0.005683104
2273.71   -0.005620629
2280.22   -0.005212391
2286.74   -0.004313390
2293.25   -0.002099228
2299.77    0.002426901
2306.28    0.009598029
2312.80    0.018344983
2319.31    0.026049854
2325.83    0.029301088
2332.34    0.025465168
2338.86    0.014541673
2345.37    0.000481742
2351.89   -0.008806017
2358.40   -0.003120798
2364.92    0.026993135
2371.43    0.086776048
2377.95    0.174622980
2384.46    0.281413700
2390.98    0.392295150
2397.49    0.490525810
2404.01    0.562204720
2410.52    0.600335240
2417.04    0.606886920
2423.55    0.592233900
2430.07    0.572278080
2436.58    0.564335410
2443.10    0.583160640
2449.61    0.638231340
2456.13    0.732743980
2462.64    0.864035250
2469.16    1.024658800
2475.67    1.203345900
2482.19    1.385496900
2488.70    1.553459400
2495.22    1.687286300
2501.73    1.766668600
2508.25    1.774258500
2514.76    1.699826200
2521.28    1.543999200
2527.79    1.320095900
2534.31    1.052950400
2540.82    0.774549010
2547.34    0.517445740
2553.85    0.307784800
2560.37    0.160015910
2566.88    0.074873790
2573.40    0.041113902
2579.91    0.040246781
2586.42    0.052575186
2592.94    0.062547922
2599.45    0.061874829
2605.97    0.049787935
2612.48    0.030889712
2619.00    0.011791433
2625.51   -0.002038668
2632.03   -0.008140886
2638.54   -0.007260184
2645.06   -0.002207408
2651.57    0.003824916
2658.09    0.008654389
2664.60    0.011678035
2671.12    0.013561976
2677.63    0.015401397
2684.15    0.017871572
2690.66    0.020794608
2697.18    0.023267183
2703.69    0.024195518
2710.21    0.022906197
2716.72    0.019510945
2723.24    0.014868585
2729.75    0.010203799
2736.27    0.006602341
2742.78    0.004631707
2749.30    0.004242709
2755.81    0.004951976
2762.33    0.006169547
2768.84    0.007489072
2775.36    0.008804645
2781.87    0.010227600
2788.39    0.011882683
2794.90    0.013716026
2801.42    0.015424437
2807.93    0.016540993
2814.45    0.016626522
2820.96    0.015466128
2827.48    0.013175284
2833.99    0.010170138
2840.51    0.007024214
2847.02    0.004281440
2853.54    0.002304780
2860.05    0.001211432
2866.57    0.000899747
2873.08    0.001134715
2879.60    0.001643622
2886.11    0.002185511
2892.63    0.002582682
2899.14    0.002724921
2905.66    0.002565512
2912.17    0.002120810
2918.69    0.001471267
2925.20    0.000752509
2931.72    0.000126910
2938.23   -0.000262002
2944.75   -0.000336471
2951.26   -0.000111132
2957.78    0.000315863
2964.29    0.000805157
2970.81    0.001233985
2977.32    0.001541987
2983.84    0.001744177
2990.35    0.001906514
2996.86    0.002098019
3003.38    0.002345082
3009.90    0.002611241
3016.41    0.002811918
3022.92    0.002855576
3029.44    0.002689604
3035.95    0.002328279
3042.47    0.001849584
3048.98    0.001364445
3055.50    0.000973775
3062.01    0.000734145
3068.53    0.000646052
3075.04    0.000666767
3081.56    0.000738071
3088.07    0.000813680
3094.59    0.000873936
3101.10    0.000923767
3107.62    0.000978737
3114.13    0.001049215
3120.65    0.001131334
3127.16    0.001208218
3133.68    0.001258778
3140.19    0.001267517
3146.71    0.001230188
3153.22    0.001153184
3159.74    0.001048901
3166.25    0.000931061
3172.77    0.000812655
3179.28    0.000706564
3185.80    0.000626153
3192.31    0.000583339
3198.83    0.000583443
3205.34    0.000619069
3211.86    0.000667630
3218.37    0.000695284
3224.89    0.000667562
3231.40    0.000562723
3237.92    0.000381608
3244.43    0.000149080
3250.95   -0.000094235
3257.46   -0.000306271
3263.98   -0.000457860
3270.49   -0.000540191
3277.01   -0.000563316
3283.52   -0.000546862
3290.04   -0.000509056
3296.55   -0.000459186
3303.07   -0.000397498
3309.58   -0.000321090
3316.10   -0.000231867
3322.61   -0.000141099
3329.13   -0.000067822
3335.64   -0.000031429
3342.16   -0.000042667
3348.67   -0.000097590
3355.19   -0.000178088
3361.70   -0.000258606
3368.22   -0.000315951
3374.73   -0.000337405
3381.25   -0.000323799
3387.76   -0.000286499
3394.28   -0.000240686
3400.79   -0.000198393
3407.31   -0.000164560
3413.82   -0.000137342
3420.34   -0.000111507
3426.85   -0.000082502
3433.36   -0.000049127
3439.88   -0.000013676
3446.39    0.000019465
