3.56493 	 -2.431895340e+00
3.58493 	 -2.503120779e+00
3.60493 	 -2.576167356e+00
3.62493 	 -2.648335995e+00
3.64493 	 -2.717887900e+00
3.66493 	 -2.783784136e+00
3.68493 	 -2.845518427e+00
3.70493 	 -2.902957948e+00
3.72493 	 -2.956196722e+00
3.74493 	 -3.005468494e+00
3.76493 	 -3.051055396e+00
3.78493 	 -3.093265645e+00
3.80493 	 -3.132487128e+00
3.82493 	 -3.168632752e+00
3.84493 	 -3.201953161e+00
3.86493 	 -3.232592032e+00
3.88493 	 -3.260660588e+00
3.90493 	 -3.286230006e+00
3.92493 	 -3.309354788e+00
3.94493 	 -3.330070329e+00
3.96493 	 -3.348406252e+00
3.98493 	 -3.364387640e+00
4.00493 	 -3.378042360e+00
4.02493 	 -3.389407906e+00
4.04493 	 -3.398525027e+00
4.06493 	 -3.405444825e+00
4.08493 	 -3.410227647e+00
4.10493 	 -3.412944259e+00
4.12493 	 -3.413671316e+00
4.14493 	 -3.412492824e+00
4.16493 	 -3.409500310e+00
4.18493 	 -3.404787568e+00
4.20493 	 -3.398452076e+00
4.22493 	 -3.390592971e+00
4.24493 	 -3.381309674e+00
4.26493 	 -3.370598276e+00
4.28493 	 -3.358669884e+00
4.30493 	 -3.345544993e+00
4.32493 	 -3.331312284e+00
4.34493 	 -3.316058015e+00
4.36493 	 -3.299864343e+00
4.38493 	 -3.282806612e+00
4.40493 	 -3.264957979e+00
4.42493 	 -3.246386491e+00
4.44493 	 -3.227155703e+00
4.46493 	 -3.207321947e+00
4.48493 	 -3.186940195e+00
4.50493 	 -3.166061388e+00
4.52493 	 -3.144728343e+00
4.54493 	 -3.122983158e+00
4.56493 	 -3.100863295e+00
4.58493 	 -3.078404210e+00
4.60493 	 -3.055633262e+00
4.62493 	 -3.032579019e+00
4.64493 	 -3.009267602e+00
4.66493 	 -2.985719114e+00
4.68493 	 -2.961954020e+00
4.70493 	 -2.937988078e+00
4.72493 	 -2.913839877e+00
4.74493 	 -2.889519199e+00
4.76493 	 -2.865039425e+00
4.78493 	 -2.840412059e+00
4.80493 	 -2.815645918e+00
4.82493 	 -2.790751301e+00
4.84493 	 -2.765732176e+00
